icao_code,iata_code,name,city,country,lat_decimal,lon_decimal,altitude
SBTB,N/A,TROMBETAS,ORIXIMINA,BRAZIL,-1.489,-56.397,88
SBTE,THE,SENADOR PETRONIO PORTELLA,TERESINA,BRAZIL,-5.06,-42.823,67
SBTF,TFF,TEFE,TEFE,BRAZIL,-3.383,-64.724,57
SBTK,N/A,TARAUACA,TARAUACA,BRAZIL,-8.155,-70.783,197
SBTL,N/A,TELEMACO BORBA,TELEMACO BORBA,BRAZIL,-24.317,-50.651,796
SBTS,N/A,TIRIOS,OBIDOS TIRIOS,BRAZIL,2.223,-55.946,344
SBTT,TBT,TABATINGA,TABATINGA,BRAZIL,-4.256,-69.936,86
SBTU,TUR,TUCURUI,TUCURUI,BRAZIL,-3.785,-49.719,253
SBUA,N/A,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL,BRAZIL,-0.148,-66.986,77
SBUF,PAV,PAULO AFONSO,PAULO ALFONSO,BRAZIL,-9.401,-38.251,270
SBUG,URG,RUBEM BERTA,URUGUAIANA,BRAZIL,-29.782,-57.038,79
SBUL,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,944
SBUP,N/A,URUBUPUNGA,CASTILHO,BRAZIL,-20.777,-51.565,357
SBUR,UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965,810
SBVG,VAG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL,-21.59,-45.473,923
SBVH,BVH,VILHENA,VILHENA,BRAZIL,-12.694,-60.098,616
SBVT,VIX,GOIABEIRAS,VITORIA,BRAZIL,-20.256,-40.289,4
SBYA,N/A,IAUARETE,IAUARETE,BRAZIL,0.607,-69.186,106
SBYS,QPS,CAMPO FONTENELLE,PIRACUNUNGA,BRAZIL,-21.985,-47.338,600
SCAC,ZUD,PUPELDE,ANCUD,CHILE,-41.906,-73.797,115
SCAP,WAP,ALTO PALENA,ALTO PALENA,CHILE,-43.615,-71.807,278
SCAR,ARI,CHACALLUTA,ARICA,CHILE,-18.348,-70.339,51
SCBA,BBA,BALMACEDA,BALMACEDA,CHILE,-45.916,-71.689,525
SCBQ,N/A,EL BOSQUE,SANTIAGO,CHILE,-33.562,-70.688,563
SCCC,CCH,CHILE CHICO,CHILE CHICO,CHILE,-46.582,-71.698,327
SCCF,CJC,EL LOA,CALAMA,CHILE,-22.499,-68.904,2291
SCCH,N/A,GENERAL BERNARDO O HIGGINS,CHILLAN,CHILE,-36.583,-72.032,151
SCCI,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,-53.003,-70.855,43
SCCY,GXQ,TENIENTE VIDAL,COYHAIQUE,CHILE,-45.594,-72.106,311
SCDA,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,-20.535,-70.181,48
SCEL,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,474
SCFA,ANF,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,CHILE,-23.444,-70.445,139
SCFM,N/A,CAPITAN FUENTES MARTINEZ,PORVENIR,CHILE,-53.254,-70.319,32
SCGE,LSQ,MARIA DOLORES,LOS ANGELES,CHILE,-37.402,-72.426,114
SCGZ,N/A,GUARDIAMARINA ZANARTU,PUERTO WILLIAMS,CHILE,-54.931,-67.626,27
SCHA,CPO,CHAMONATE,COPIAPO,CHILE,-27.296,-70.414,291
SCIC,N/A,GENERAL FREIRE,CURICO,CHILE,-34.967,-71.217,221
SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,-36.773,-73.063,8
SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,-27.165,-109.422,70
SCJO,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,-40.611,-73.06,57
SCLL,N/A,VALLENAR,VALLENAR,CHILE,-28.598,-70.759,526
SCRG,N/A,DE LA INDEPENDENCIA,RANCAGUA,CHILE,-34.174,-70.776,441
SCRM,N/A,TENIENTE RODOLFO MARSH MARTIN,ISLA REY JORGE,ANTARCTICA,-62.191,-58.987,45
SCSE,LSC,LA FLORIDA,LA SERENA,CHILE,-29.916,-71.191,147
SCSN,N/A,SANTO DOMINGO,SANTO DOMINGO,CHILE,-33.657,-71.616,75
SCST,N/A,GAMBOA,CASTRO,CHILE,-42.491,-73.774,45
SCTB,N/A,EULOGIO SANCHEZ,SANTIAGO,CHILE,-33.456,-70.547,649
SCTC,ZCO,MAQUEHUE,TEMUCO,CHILE,-38.769,-72.636,93
SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,-41.439,-73.094,90
SCTI,ULC,LOS CERRILLOS,SANTIAGO,CHILE,-33.493,-70.698,512
SCTN,WCH,CHAITEN,CHAITEN,CHILE,-42.933,-72.699,4
SCVD,ZAL,PICHOY,VALDIVIA,CHILE,-39.65,-73.086,18
SEAM,ATF,CHACHOAN,AMBATO,ECUADOR,-1.212,-78.574,2573
SECM,N/A,HACIENDA CLEMENTINA,CLEMENTIA,ECUADOR,-1.706,-79.379,100
SECO,OCC,FRANCISCO DE ORELLANA,COCA,ECUADOR,-0.463,-76.986,250
SECU,CUE,MARISCAL LAMAR,CUENCA,ECUADOR,-2.889,-78.984,2525
SEGS,GPS,SEYMOUR,GALAPAGOS,GALAPAGOS I. (ECUADOR,-0.454,-90.266,16
SEGU,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,5
SEGZ,N/A,GUALAQUIZA,GUALAQUIZA,ECUADOR,-3.423,-78.573,805
SEIB,N/A,ATAHUALPA,IBARRA,ECUADOR,0.338,-78.136,2250
SELA,LGQ,LAGO AGRIO,LAGO AGRIO,ECUADOR,0.092,-76.869,298
SELJ,N/A,HACIENDA LA JULIA,LA JULIA,ECUADOR,-1.704,-79.552,16
SELM,N/A,LOMA LARGA,LOMA LARGA,ECUADOR,-1.501,-79.481,65
SELT,N/A,COTOPAXI INTERNATIONAL,LATACUNGA,ECUADOR,-0.907,-78.616,2802
SEMA,N/A,J M VELASCO IBARRA,MACARA,ECUADOR,-4.38,-79.941,46
SEMC,XMS,MACAS,MACAS,ECUADOR,-2.299,-78.121,1001
SEMH,MCH,GENERAL SERRANO,MACHALA,ECUADOR,-3.269,-79.962,4
SEMO,N/A,EL CARMEN,MONTALVO,ECUADOR,-2.067,-76.975,293
SEMT,MEC,ELOY ALFARO INTERNATIONAL,MANTA,ECUADOR,-0.946,-80.678,14
SEMX,N/A,MARAGROSA,MARAGROSA,ECUADOR,-2.851,-79.804,6
SEMY,N/A,MARTINICA,MARTINICA,ECUADOR,-1.74,-79.622,28
SEPD,N/A,PEDERNALES,PEDERNALES,ECUADOR,0.073,-80.052,20
SEPV,PVO,REALES TAMARINDOS,PORTOVIEJO,ECUADOR,-1.041,-80.472,44
SEQU,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,2813
SERB,N/A,CHIMBORAZO,RIOBAMBA,ECUADOR,-1.654,-78.656,2800
SERO,N/A,VICTOR LARREA,SANTA ROSA,ECUADOR,-3.435,-79.978,52
SESA,SNC,GENERAL ULPIANO PAEZ,SALINAS,ECUADOR,-2.205,-80.989,4
SESD,N/A,SANTO DOMINGO LOS COLORADOS,SANTO DOMINGO,ECUADOR,-0.248,-79.214,523
SEST,N/A,SAN CRISTOBAL,SAN CRISTOBAL,ECUADOR,-0.91,-89.616,18
SETA,N/A,TAURA,TAURA,ECUADOR,-2.261,-79.689,18
SETE,N/A,MAYOR GALO TORRES,TENA,ECUADOR,-0.987,-77.819,520
SETR,TPC,TARAPOA,TARAPOA,ECUADOR,-0.123,-76.337,245
SETU,TUA,EL ROSAL TENIENTE MANTILLA,TULCAN,ECUADOR,0.809,-77.708,2951
SFAL,N/A,STANLEY,STANLEY,FALKLAND ISLANDS,-51.686,-57.777,23
SGAS,ASU,SILVIO PETTIROSSI INTERNATIONAL,ASUNCION,PARAGUAY,-25.24,-57.519,90
SGAY,N/A,JUAN DE AYOLAS,AYOLAS,PARAGUAY,-27.371,-56.854,68
SGCO,N/A,TENIENTE COL CARMELO PERALTA,CONCEPTION,PARAGUAY,-23.442,-57.427,78
SGFI,N/A,FILADELFIA,FILADELFIA,PARAGUAY,-22.36,-60.054,139
SGIB,N/A,ITAIPU,ITAIPU,PARAGUAY,-25.407,-54.619,233
SGME,N/A,DR LUIS MARIA ARGANA INTERNATIONAL,MARISCAL ESTIGARRIBIA,PARAGUAY,-22.045,-60.622,169
SGPI,N/A,CARLOS MIGUEL JIMENEZ,PILAR,PARAGUAY,-26.881,-58.318,76
SKAR,AXM,EL EDEN,ARMENIA,COLOMBIA,4.454,-75.765,1219
SKAS,PUU,TRES DE MAYO,PUERTO ASIS,COLOMBIA,0.505,-76.501,248
SKBC,N/A,LAS FLORES,EL BANCO,COLOMBIA,9.045,-73.975,34
SKBG,BGA,PALONEGRO,BUCARAMANGA,COLOMBIA,7.126,-73.185,1188
SKBO,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,2549
SKBQ,BAQ,ERNESTO CORTISSOZ,BARRANQUILLA,COLOMBIA,10.889,-74.781,30
SKBS,BSC,JOSE CELESTINO MUTIS,BAHIA SOLANO,COLOMBIA,6.203,-77.394,25
SKBU,BUN,GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,3.819,-76.99,15
SKCC,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,7.928,-72.511,335
SKCD,COG,MANDINGA,CONDOTO,COLOMBIA,5.072,-76.676,66
SKCG,CTG,RAFAEL NUNEZ,CARTAGENA,COLOMBIA,10.442,-75.513,2
SKCL,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3.543,-76.381,964
SKCO,TCO,LA FLORIDA,TUMACO,COLOMBIA,1.814,-78.749,3
SKCZ,CZU,LAS BRUJAS,COROZAL,COLOMBIA,9.332,-75.286,147
SKEJ,EJA,YARIGUIES,BARRANCABERMEJA,COLOMBIA,7.024,-73.807,126
SKFL,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,1.59,-75.564,245
SKGI,N/A,SANTIAGO VILA,GIRARDOT,COLOMBIA,4.276,-74.797,286
SKGO,N/A,SANTA ANA,CARTAGO,COLOMBIA,4.758,-75.956,911
SKGP,GPI,GUAPI,GUAPI,COLOMBIA,2.57,-77.898,50
SKGY,N/A,GUAYMARAL,GUAYMARAL,COLOMBIA,4.812,-74.065,2585
SKIB,IBE,PERALES,IBAGUE,COLOMBIA,4.421,-75.133,950
SKIP,IPI,SAN LUIS,IPIALES,COLOMBIA,0.862,-77.672,2977
SKLC,N/A,ANTONIO ROLDAN BETANCOURT,CAREPA,COLOMBIA,7.812,-76.716,31
SKLM,N/A,LA MINA,LA MINA,COLOMBIA,11.232,-72.49,102
SKLT,LET,ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,-4.193,-69.943,85
SKMD,EOH,OLAYA HERRERA,MEDELLIN,COLOMBIA,6.22,-75.591,1506
SKMG,MGN,BARACOA,MAGANGUE,COLOMBIA,9.283,-74.839,55
SKMR,MTR,LOS GARZONES,MONTERIA,COLOMBIA,8.824,-75.826,11
SKMU,MVP,FABIO ALBERTO LEON BENTLEY,MITU,COLOMBIA,1.254,-70.234,208
SKMZ,MZL,LA NUBIA,MANIZALES,COLOMBIA,5.03,-75.465,2095
SKNV,NVA,BENITO SALAS,NEIVA,COLOMBIA,2.95,-75.294,439
SKOC,OCV,AGUAS CLARAS,OCANA,COLOMBIA,8.315,-73.358,1174
SKOT,OTU,OTU,OTU,COLOMBIA,7.01,-74.715,610
SKPB,N/A,PUERTO BOLIVAR,PUERTO BOLIVAR,COLOMBIA,12.221,-71.985,29
SKPC,PCR,PUERTO CARRENO,PUERTO CARRENO,COLOMBIA,6.184,-67.493,50
SKPE,PEI,MATECANA,PEREIRA,COLOMBIA,4.813,-75.739,1346
SKPI,N/A,PITALITO,PITALITO,COLOMBIA,1.858,-76.086,1284
SKPP,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,2.454,-76.61,1734
SKPS,PSO,ANTONIO NARINO,PASTO,COLOMBIA,1.396,-77.291,1802
SKPV,PVA,EL EMBRUJO,PROVIDENCIA,COLOMBIA,13.357,-81.358,4
SKQU,N/A,MARIQUITA,MARIQUITA,COLOMBIA,5.213,-74.884,467
SKRG,MDE,JOSE MARIA CORDOVA,RIO NEGRO,COLOMBIA,6.164,-75.423,2143
SKRH,RCH,ALMIRANTE PADILLA,RIO HACHA,COLOMBIA,11.526,-72.926,14
SKSA,RVE,LOS COLONIZADORES,SARAVENA,COLOMBIA,6.958,-71.855,214
SKSJ,SJE,JORGE E GONZALEZ TORRES,SAN JOSE DEL GUAVIARE,COLOMBIA,2.579,-72.639,185
SKSM,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,11.119,-74.231,7
SKSP,ADZ,GUSTAVO ROJAS PINILLA,SAN ANDRES ISLAND,COLOMBIA,12.583,-81.711,6
SKSV,SVI,EDUARDO FALLA SOLANO,SAN VINCENTE DE CAGUAN,COLOMBIA,2.152,-74.766,281
SKTD,TDA,TRINIDAD,TRINIDAD,COLOMBIA,5.43,-71.658,199
SKTM,TME,TAME,TAME,COLOMBIA,6.451,-71.76,321
SKTU,TRB,GONZALO MEJIA,TURBO,COLOMBIA,8.074,-76.741,3
SKUC,AUC,SANTIAGO PEREZ,ARAUCA,COLOMBIA,7.069,-70.737,122
SKUI,UIB,EL CARANO,QUIBDO,COLOMBIA,5.691,-76.641,63
SKUL,ULQ,FARFAN,TULUA,COLOMBIA,4.088,-76.235,955
SKVP,VUP,ALFONSO LOPEZ PUMAREJO,VALLEDUPAR,COLOMBIA,10.435,-73.249,139
SKVV,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,4.168,-73.614,425
SKYP,N/A,EL YOPAL,EL-YOPAL,COLOMBIA,5.319,-72.384,321
SLAP,APB,APOLO,APOLO,BOLIVIA,-14.739,-68.411,1415
SLAS,N/A,ASCENSION DE GUARAYOS,ASCENSION DE GUARAYOS,BOLIVIA,-15.719,-63.092,247
SLBJ,BJO,BERMEJO,BERMEJO,BOLIVIA,-22.769,-64.315,381
SLCA,CAM,CAMIRI,CAMIRI,BOLIVIA,-20.007,-63.527,798
SLCB,CBB,JORGE WILSTERMAN,COCHABAMBA,BOLIVIA,-17.421,-66.177,2549
SLCH,N/A,CHIMORE,CHAPACURA,BOLIVIA,-16.99,-65.141,305
SLCN,N/A,CHARANA,CHARANA,BOLIVIA,-17.594,-69.434,4060
SLCO,CIJ,CAPITAN ANIBAL ARAB,COBIJA,BOLIVIA,-11.04,-68.783,271
SLCP,CEP,CONCEPCION,CONCEPTION,BOLIVIA,-16.143,-62.026,498
SLGY,GYA,CAP DE AV EMILIO BELTRAN,GUAYARAMERIN,BOLIVIA,-10.822,-65.346,131
SLJO,SJB,SAN JOAQUIN,SAN JOAQUIN,BOLIVIA,-13.053,-64.662,140
SLLP,LPB,EL ALTO INTERNATIONAL,LA PAZ,BOLIVIA,-16.513,-68.192,4058
SLMG,MGD,MAGDALENA,MAGDALENA,BOLIVIA,-13.254,-64.063,142
SLOR,N/A,JUAN MENDOZA,ORURO,BOLIVIA,-17.963,-67.076,3703
SLPO,POI,CAPITAN NICOLAS ROJAS,POTOSI,BOLIVIA,-19.543,-65.724,3936
SLPS,PSZ,CAP DE AV SALVADOR OGAYA G,PUERTO SUAREZ,BOLIVIA,-18.975,-57.821,135
SLRA,N/A,SAN RAMON,SAN RAMON,BOLIVIA,-13.264,-64.605,140
SLRB,N/A,ROBORE,ROBORE,BOLIVIA,-18.328,-59.766,278
SLRI,RIB,CAP DE AV SELIN ZEITUN LOPEZ,RIBERALTA,BOLIVIA,-11.01,-66.073,142
SLRQ,RBQ,RURRENABAQUE,RURRENABAQUE,BOLIVIA,-14.428,-67.501,203
SLRY,N/A,REYES,REYES,BOLIVIA,-14.306,-67.354,183
SLSA,N/A,SANTA ANA DEL YACUMA,SANTA ANA,BOLIVIA,-13.762,-65.435,144
SLSB,SRJ,CAPITAN GERMAN QUIROGA G,SAN BORJA,BOLIVIA,-14.857,-66.737,194
SLSI,N/A,CAP AV JUAN COCHAMANIDIS SAUCEDO,SAN IGNACIO DE VELASCO,BOLIVIA,-16.384,-60.963,414
SLSM,N/A,SAN IGNACIO DE MOXOS,SAN IGNACIO DE MOXOS,BOLIVIA,-14.966,-65.634,161
SLSU,SRE,JUANA AZURDUY DE PADILLA,SUCRE,BOLIVIA,-19.007,-65.289,2905
SLTI,N/A,SAN MATIAS,SAN MATHIAS,BOLIVIA,-16.339,-58.402,125
SLTJ,TJA,CAPITAN ORIEL LEA PLAZA,TARIJA,BOLIVIA,-21.556,-64.701,1855
SLTR,TDD,TTE AV JORGE HENRICH ARAUZ,TRINIDAD,BOLIVIA,-14.819,-64.918,156
SLVR,VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,-17.645,-63.135,374
SMJP,PBM,JOHAN A PENGEL INTERNATIONAL,ZANDERY,SURINAM,5.453,-55.188,18
SMZO,ORG,ZORG EN HOOP,PARAMARIBO,SURINAM,5.811,-55.191,4
SOCA,CAY,ROCHAMBEAU,CAYENNE,FRENCH GUYANA,4.82,-52.36,8
SOOG,N/A,ST GEORGES DE L OYAPOCK,ST.-GEORGES OYAPOCK,FRENCH GUYANA,3.897,-51.804,15
SPAC,N/A,CIRO ALEGRIA,CIRO ALEGRIA,PERU,-4.607,-77.941,168
SPAS,N/A,ANDOAS,ANDOAS,PERU,-2.795,-76.466,230
SPAY,N/A,ATALAYA,ATALAYA,PERU,-10.729,-73.766,580
SPBB,N/A,MOYOBAMBA,MOYOBAMBA,PERU,-6.019,-76.988,84
SPBC,N/A,CABALLOCOCHA,CABALLOCOCHA,PERU,-3.917,-70.508,100
SPBR,N/A,IBERIA,IBERIA,PERU,-11.411,-69.489,23
SPCL,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,157
SPEO,CHM,TENIENTE FAP JAIME A DE MONTR MORALES,CHIMBOTE,PERU,-9.151,-78.524,22
SPEP,N/A,PUERTO ESPERANZA,PUERTO ESPERANZA,PERU,-9.768,-70.706,221
SPEQ,N/A,CESAR TORQUE PODESTA,MOQUEGUA,PERU,-17.179,-70.931,1366
SPGM,TGI,TINGO MARIA,TINGO MARIA,PERU,-9.29,-76.006,613
SPHI,CIX,CAPT JOSE ABELARDO QUINONES GONZALES,CHICLAYO,PERU,-6.787,-79.828,29
SPHO,AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,AYACUCHO,PERU,-13.155,-74.204,2718
SPHY,ANS,ANDAHUAYLAS,ANDAHUAYLAS,PERU,-13.706,-73.35,3445
SPHZ,ATA,COMMANDANTE FAP GERMAN ARIAS GRAZZIANI,ANTA,PERU,-9.347,-77.598,2750
SPIM,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,35
SPJI,JJI,JUANJUI,JUANJUI,PERU,-7.169,-76.728,350
SPJJ,N/A,JAUJA,JAUJA,PERU,-11.783,-75.473,3323
SPJL,JUL,JULIACA,JULIACA,PERU,-15.467,-70.158,3825
SPJN,N/A,SAN JUAN DE MARCONA,SAN JUAN,PERU,-15.357,-75.136,44
SPJR,N/A,MAJ GEN FAP ARMANDO REVOREDO IGLESIAS,CAJAMARCA,PERU,-7.136,-78.49,2619
SPLO,N/A,ILO,ILO,PERU,-17.695,-71.344,10
SPLP,N/A,LAS PALMAS,LAS PALMAS,PERU,-12.161,-76.999,77
SPME,TBP,PEDRO CANGA,TUMBES,PERU,-3.552,-80.381,26
SPMS,YMS,MOISES BENZAQUEN RENGIFO,YURIMAGUAS,PERU,-5.894,-76.118,179
SPNC,N/A,ALFEREZ FAP D F FERNANDINI,HUANUCO,PERU,-9.878,-76.204,1841
SPOL,N/A,COLLIQUE,COLLIQUE,PERU,-11.929,-77.061,125
SPPY,CHH,CHACHAPOYAS,CHACHAPOYAS,PERU,-6.202,-77.856,2529
SPQT,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309,94
SPQU,AQP,RODRIGUEZ BALLON,AREQUIPA,PERU,-16.341,-71.583,2593
SPRM,N/A,SAN RAMON,SAN RAMON,PERU,-11.129,-75.35,793
SPRU,TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,-8.085,-79.109,23
SPSO,PIO,PISCO,PISCO,PERU,-13.745,-76.22,12
SPST,TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,275
SPTN,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,-18.053,-70.276,469
SPTP,N/A,EL PATO AB,TALARA,PERU,-4.55,-81.224,88
SPTU,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,-12.614,-69.229,201
SPUR,PIU,CAPITAN CONCHA,PIURA,PERU,-5.206,-80.616,54
SPYL,TYL,CAPITAN MONTES,TALARA,PERU,-4.576,-81.254,86
SPZA,N/A,NASCA,NAZCA,PERU,-14.854,-74.961,567
SPZO,CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939,3311
SUAA,MVD,ANGEL S ADAMI,MONTEVIDEO,URUGUAY,-34.789,-56.264,54
SUAG,ATI,ARTIGAS INTERNATIONAL,ARTIGAS,URUGUAY,-30.401,-56.508,125
SUCA,CYR,LAGUNA DE LOS PATOS INTERNATIONAL,COLONIA,URUGUAY,-34.456,-57.771,21
SUDU,N/A,SANTA BERNARDINA INTERNATIONAL,DURAZNO,URUGUAY,-33.359,-56.499,93
SULS,N/A,CAPITAN CORBETA C A CURBELO INTERNATIONAL,MALDONADO,URUGUAY,-34.855,-55.094,29
SUMO,MLZ,CERRO LARGO,MELO,URUGUAY,-32.338,-54.217,111
SUMU,MVD,CARRASCO INTERNATIONAL,MONTEVIDEO,URUGUAY,-34.838,-56.03,33
SUPE,PDP,EL JAGUEL INTERNATIONAL,PUNTA DEL ESTE,URUGUAY,-34.914,-54.921,21
SUPU,PDU,TYDEO LARRE BORGES INTERNATIONAL,PAYSANDU,URUGUAY,-32.365,-58.061,54
SURV,RVY,RIVERA INTERNATIONAL,RIVERA,URUGUAY,-30.974,-55.476,218
SUSO,STY,NUEVA HESPERIDES INTERNATIONAL,SALTO,URUGUAY,-31.44,-57.991,57
SUTB,TAW,TACUAREMBO,TACUAREMBO,URUGUAY,-31.749,-55.926,135
SVAC,AGV,OSWALDO GUEVARA MUJICA,ACARIGUA,VENEZUELA,9.553,-69.238,196
SVAN,AAO,ANACO,ANACO,VENEZUELA,9.429,-64.471,220
SVAT,N/A,SAN FERNANDO DE ATABAPO,SAN FERNANDO DEATABAPO,VENEZUELA,4.052,-67.701,123
SVBC,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689,8
SVBI,BNS,BARINAS,BARINAS,VENEZUELA,8.619,-70.221,203
SVBL,N/A,EL LIBERTADOR AB,MARACAIBO,VENEZUELA,10.183,-67.557,442
SVBM,BRM,BARQUISIMETO INTERNATIONAL,BARQUISIMETO,VENEZUELA,10.043,-69.358,623
SVBS,N/A,MARISCAL SUCRE,MARACAY,VENEZUELA,10.25,-67.649,408
SVCB,CBL,CIUDAD BOLIVAR,CIUDAD BOLIVAR,VENEZUELA,8.122,-63.537,61
SVCD,N/A,CAICARA DE ORINOCO,CAICARA DE ORINOCO,VENEZUELA,7.626,-66.165,43
SVCJ,N/A,SAN CARLOS,SAN CARLOS,VENEZUELA,9.649,-68.575,157
SVCL,N/A,CALABOZO,CALABOZO,VENEZUELA,8.924,-67.417,100
SVCN,CAJ,CANAIMA,CANAIMA,VENEZUELA,6.232,-62.854,442
SVCO,N/A,CARORA,CARORA,VENEZUELA,10.176,-70.065,438
SVCP,CUP,GENERAL JOSE FRANCISCO BERMUDEZ,CARUPANO,VENEZUELA,10.66,-63.262,11
SVCR,CZE,JOSE LEONARDO CHIRINOS,CORO,VENEZUELA,11.415,-69.681,16
SVCS,N/A,OSCAR MACHADO ZULOAGA,CARACAS,VENEZUELA,10.286,-66.816,654
SVCU,CUM,ANTONIO JOSE DE SUCRE,CUMANA,VENEZUELA,10.45,-64.13,5
SVCZ,N/A,CAPITAN MANUEL RIOS GUARICO AIRBASE,CARRIZAL,VENEZUELA,9.372,-66.923,161
SVED,N/A,EL DORADO,EL DORADO,VENEZUELA,6.715,-61.639,97
SVEZ,N/A,ELORZA,ELORZA,VENEZUELA,7.06,-69.497,90
SVGD,N/A,GUASDUALITO,GUASDUALITO,VENEZUELA,7.211,-70.756,130
SVGI,GUI,GUIRIA,GUIRIA,VENEZUELA,10.574,-62.313,13
SVGU,GUQ,GUANARE,GUANARE,VENEZUELA,9.027,-69.755,185
SVHG,N/A,HIGUEROTE,HIGUEROTE,VENEZUELA,10.462,-66.093,4
SVIE,N/A,ANDRES MIGUEL SALAZAR MARCANO,ISLA DE COCHE,VENEZUELA,10.794,-63.981,4
SVJC,LSP,JOSEFA CAMEJO,PARAGUANA,VENEZUELA,11.781,-70.152,23
SVJM,N/A,SAN JUAN DE LOS MORROS,SAN JUAN DE LOS MORROS,VENEZUELA,9.907,-67.379,428
SVLF,LFR,LA FRIA,LA FRIA,VENEZUELA,8.239,-72.271,93
SVLO,N/A,LA ORCHILA,LA ORCHILA,VENEZUELA,11.809,-66.179,2
SVMC,MAR,LA CHINITA INTERNATIONAL,MARACAIBO,VENEZUELA,10.558,-71.728,72
SVMD,MRD,ALBERTO CARNEVALLI,MERIDA,VENEZUELA,8.582,-71.161,1527
SVMG,PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,10.912,-63.966,23
SVMI,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991,72
SVMT,MUN,MATURIN,MATURIN,VENEZUELA,9.749,-63.152,69
SVPA,PYH,CASIQUE ARAMARE,PUERTO AYACUCHO,VENEZUELA,5.62,-67.606,75
SVPC,PBL,GENERAL BARTOLOME SALOM INTERNATIONAL,PUERTO CABELLO,VENEZUELA,10.48,-68.073,10
SVPM,N/A,PARAMILLO,SAN CRISTOBAL,VENEZUELA,7.801,-72.203,1001
SVPR,PZO,GENERAL MANUEL CARLOS PIAR,GUAYANA,VENEZUELA,8.288,-62.76,144
SVPT,N/A,PALMARITO,PALMARITO,VENEZUELA,7.576,-70.174,106
SVSA,SVZ,SAN ANTONIO DEL TACHIRA,SAN ANTONIO,VENEZUELA,7.852,-72.435,400
SVSB,N/A,SANTA BARBARA DE BARINAS,SANTA BARBARA,VENEZUELA,7.803,-71.166,180
SVSO,STD,MAYOR BUENAVENTURA VIVAS,SANTO DOMINGO,VENEZUELA,7.565,-72.035,331
SVSP,SFH,SUB TENIENTE NESTOR ARIAS,SAN FELIPE,VENEZUELA,10.279,-68.755,232
SVSR,SFD,SAN FERNANDO DE APURE,SAN FERNANDO DE APURE,VENEZUELA,7.883,-67.444,47
SVST,SOM,SAN TOME,SAN TOME,VENEZUELA,8.945,-64.151,263
SVSZ,STB,SANTA BARBARA DEL ZULIA,SANTA BARBARA,VENEZUELA,8.974,-71.943,10
SVTC,TUV,TUCUPITA,TUCUPITA,VENEZUELA,9.089,-62.094,5
SVTM,N/A,TUMEREMO,TUMEREMO,VENEZUELA,7.249,-61.529,105
SVVA,VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,10.158,-67.927,431
